productType,categories,variantId,sku,key,slug.en,brand,name.en,metaTitle.en,metaDescription.en,metaKeywords.en,description.en,age-range,prices,images
main,Games>Railways,1,GR1,GR1,GR1,brioworld,33052 Deluxe Railway Set,,,,"The Deluxe Railway Set is an action-packed train set that includes passenger trains, freight trains, harbour scenes and metro fun. It’s complete with stations, cranes, bridges and figures. A must have for any train lover.

Perfect for the creative toddler - Start your budding train engineer off on the right track with a Deluxe Railway wooden toy train set. It’s the perfect gift at Christmas or over the holiday season for the creative toddler - designed for ages 3 and up, with batteries included.

As your child develops, so can their railway play as the 33052 Deluxe Railway Set is compatible with all other BRIO railway toys.

Playing with train sets helps children to understand and learn about their environment in a fun way.

We conduct more than 1,000 safety tests a year to ensure that our products conform to all safety standards, and we take pride in developing toys that are completely safe for children to play with.",6-12,EUR 40900;US-USD 45000,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/railways/GR1-1.jpg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/railways/GR1-2.jpg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/railways/GR1-3.jpg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/railways/GR1-4.jpg
main,Games>Railways,1,GR2,GR2,GR2,brioworld,33097 Cargo Railway Deluxe Set,,,,"The cargo railway deluxe set comes with 54 pieces; two trains, a battery powered engine, 3 cranes, a truck, cargo, bridge, rocks and crossing signal. Batteries not included.

Start your budding train engineer off on the right track with a BRIO cargo railway deluxe set toy train, tracks and accessories. It's the perfect gift for the creative toddler - designed for ages 3 and up.

As your child develops, so can their railway play as the 33097 cargo railway deluxe set is compatible with all other BRIO railway toys.

Playing with train sets helps children to understand and learn about their environment in a fun way.

We conduct more than 1,000 safety tests a year to ensure that our products conform to all safety standards, and we take pride in developing toys that are completely safe for children to play with.",6-12,EUR 19900;US-USD 21900,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/railways/GR2-1.jpg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/railways/GR2-2.jpg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/railways/GR2-3.jpg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/railways/GR2-4.jpg
main,Games>Railways,1,GR3,GR3,GR3,brioworld,33887 Lift & Load Warehouse Set,,,,"The Lift & Load Warehouse Set is a 32 piece train set that includes a 4-level elevator, vehicles, tracks and everything you need for a lift and load station. It's complete with supports, bridges and figures. A must have for any train lover.

Start your budding engineer off on the right track or expand your collection with the Lift & Load Warehouse Set. It’s the perfect gift at Christmas or over the holiday season for the creative toddler - designed for ages 3 and up.

As your child develops, so can their railway play as the Lift & Load Warehouse Set is compatible with all other BRIO railway toys.

Playing with train sets helps children to understand and learn about their environment in a fun way.

We conduct more than 1,000 safety tests a year to ensure that our products conform to all safety standards, and we take pride in developing toys that are completely safe for children to play with.",6-12,EUR 12400;US-USD 13700,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/railways/GR3-1.jpg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/railways/GR3-2.jpg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/railways/GR3-3.jpg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/railways/GR3-4.jpg
main,Games>Railways,1,GR4,GR4,GR4,brioworld,33766 Railway World Deluxe Set,,,,"This ultimate Brio world railway set includes trains, tracks, automobiles, figures, bridges, crane, stations, destinations, farm with animals, Lighthouse and ferry with light and sound effects, and even an airport with plane and runway.

Start your budding train engineer off on the right track with a Brio railway world deluxe wooden toy train set. It's the perfect gift for the creative toddler - designed for ages 3 and up.

As your child develops, so can their railway play as the 33766 railway world deluxe set is compatible with all other Brio railway toys.

Playing with train sets helps children to understand and learn about their environment in a fun way.

We conduct more than 1, 000 safety tests a year to ensure that our products conform to all safety standards, and we take pride in developing toys that are completely safe for children to play with.",6-12,EUR 37700;US-USD 41500,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/railways/GR4-1.jpg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/railways/GR4-2.jpg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/railways/GR4-3.jpg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/railways/GR4-4.jpg
main,Games>Railways,1,GR5,GR5,GR5,brioworld,33513 Metro Railway Set,,,,"The Metro Railway Set comes with 20 pieces including a light and sounds train engine, two passenger cars with sliding doors, a ticket kiosk, metro map, and two passengers. Batteries included.

Start your budding train engineer off on the right track with a BRIO Metro Railway Set toy train, tracks and accessories. It’s the perfect gift at Christmas or over the holiday season for the creative toddler - designed for ages 3 and up.

As your child develops, so can their railway play as the 33513 Metro Railway Set is compatible with all other BRIO railway toys.

Playing with train sets helps children to understand and learn about their environment in a fun way.

We conduct more than 1,000 safety tests a year to ensure that our products conform to all safety standards, and we take pride in developing toys that are completely safe for children to play with.",6-12,EUR 8900;US-USD 9800,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/railways/GR5-1.jpg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/railways/GR5-2.jpg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/railways/GR5-3.jpg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/railways/GR5-4.jpg
main,Games>Railways,1,GR6,GR6,GR6,brioworld,33028 Classic Figure 8 Set,,,,"The Classic Figure 8 Set comes with 22 pieces including 1 engine, 2 wagons, 14 tracks, 1 crossing bridge, 1 BRIO train station and 3 trees, all in classic wooden style.

Start your budding train engineer off on the right track with a Classic Figure 8 Set. It’s the perfect gift at Christmas or over the holiday season for the creative toddler - designed for ages 2 and up.

As your child develops, so can their railway play as the Classic Figure 8 Set is compatible with all other BRIO railway toys.

Playing with train sets helps children to understand and learn about their environment in a fun way, whilst also developing their fine motor skills.

Nothing is more important to us than safety. We know that children sometimes play with toys in other ways than expected, and that’s why we test our products thoroughly. We set very strict safety requirements, and in many cases our own testing is tougher than the legal requirements.
",6-12,EUR 7900;US-USD 8700,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/railways/GR6-1.jpg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/railways/GR6-2.jpg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/railways/GR6-3.jpg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/railways/GR6-4.jpg
main,Games>Railways,1,GR7,GR7,GR7,brioworld,33815 Rescue Firefighter Set,,,,"The Firefighter Set comes with 18 pieces including a fire train with fire hose wagon, docking station, firefighter figure, fire truck with light and sound, and more.

Start your budding train engineer off on the right track with a BRIO Firefighter Set toy train, tracks and accessories. It’s the perfect gift at Christmas or over the holiday season for the creative toddler - designed for ages 3 and up.

As your child develops, so can their railway play as the 33815 Firefighter Set is compatible with all other BRIO railway toys.

Playing with train sets helps children to understand and learn about their environment in a fun way.

We conduct more than 1, 000 safety tests a year to ensure that our products conform to all safety standards, and we take pride in developing toys that are completely safe for children to play with.",6-12,EUR 6000;US-USD 6700,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/railways/GR7-1.jpg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/railways/GR7-2.jpg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/railways/GR7-3.jpg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/railways/GR7-4.jpg
main,Games>Railways,1,GR8,GR8,GR8,brioworld,33061 Cargo Harbor Set,,,,"The Cargo Harbor Set comes with 16 pieces including a train, crane, tracks, ship and more.

Start your budding train engineer off on the right track or expand your collection with a Cargo Harbor Set. It’s the perfect gift at Christmas or over the holiday season for the creative toddler - designed for ages 3 and up.

As your child develops, so can their railway play as the Cargo Harbor Set is compatible with all other BRIO railway toys.

Playing with train sets helps children to understand and learn about their environment in a fun way, and the train functions help improve a child’s spatial awareness and fine motor skills.

We conduct more than 1,000 safety tests a year to ensure that our products conform to all safety standards, and we take pride in developing toys that are completely safe for children to play with.",6-12,EUR 7200;US-USD 8000,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/railways/GR8-1.jpg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/railways/GR8-2.jpg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/railways/GR8-3.jpg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/games/railways/GR8-4.jpg
main,Books>Hard-covered books,1,BHC1,BHC1,BHC1,editionsamaterra,Rue de la peur,,,,"A scrapbook with cut-outs and flip-outs, full of humour and fun, for children aged 3-6
In a street inhabited by monsters, a grandfather teaches his granddaughter not to trust her looks! Attitudes towards differences and tolerance, treated with humour.

The book reveals a seemingly creepy street inhabited by a cerberus, a cyclops, a minotaur, a spear... which we discover when we open the doors and windows of our homes. A little girl, a little frightened, has to walk along this house to reach her grandfather. He teaches her that behind every monster is a sensitive soul.

The message of the filmmakers encourages children (and adults) to ask themselves more questions about appearance, which can (sometimes) be deceiving. In fact, to uncover the true personality of the inhabitants, readers of little∙e∙s will have to keep a cool head and walk backwards on the sidewalk.

Although Rue de la peur is, at first sight, a creepy children's book, it contains concepts of tolerance, difference, tenderness and humour.",6-12,EUR 1900;US-USD 2100,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/books/hard-covered-books/BHC1-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/books/hard-covered-books/BHC1-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/books/hard-covered-books/BHC1-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/books/hard-covered-books/BHC1-4.jpeg
main,Books>Hard-covered books,1,BHC2,BHC2,BHC2,editionsamaterra,Kitty! Kitty?,,,,"Minou Minou has not been home for several days! Paul and Rita are worried and go looking for him in the neighborhood. The young reader is invited to help them in their quest, and finds himself in a market, a museum, a cinema, a pet store, a haunted house.

Minou Minou is a trickster! He loves to hide!
The cutouts of the windows and roofs energize the route and the passage from the outside to the inside of the various buildings, and accentuate the playful side of the research.

The cutouts of the cardboard pages allow you to go sometimes inside, sometimes outside the explored buildings and the children love it! ""KITTY! KITTY?"" is a playbook packed with details as we like them!",6-12,EUR 1800;US-USD 2000,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/books/hard-covered-books/BHC2-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/books/hard-covered-books/BHC2-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/books/hard-covered-books/BHC2-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/books/hard-covered-books/BHC2-4.jpeg
main,Books>Hard-covered books,1,BHC3,BHC3,BHC3,editionsamaterra,Labyrinths,,,,"Sixteen magnificent labyrinths, from the simplest to the most complicated, at different times and in various universes, plant, animal, futuristic, architectural, festive.

“his book offers the main merit of approaching a slew of diversities and this, in a very complementary way: diversity of the levels of difficulty according to the width, the length and the arrangement of the borrowed paths, diversity of the framing with flat versions and 'others in perspective, diversity of the themes addressed and therefore of the places represented, diversity of the motivations for making the trip.

Explore worlds made of plants, giant skyscrapers, wild habitats, and futuristic cities, in this book that asks you to trace
your way through 14 magical mazes. With things to spot along the way, each maze grows in complexity with every turn of the page.",6-12,EUR 1900;US-USD 2100,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/books/hard-covered-books/BHC3-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/books/hard-covered-books/BHC3-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/books/hard-covered-books/BHC3-13jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/books/hard-covered-books/BHC3-4.jpeg
main,Books>Hard-covered books,1,BHC4,BHC4,BHC4,editionsamaterra,MiamMiam!,,,,"A funny and colorful card stock, with a zipper on each page, to create a surprise and discover what animals eat.",6-12,EUR 1400;US-USD 1600,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/books/hard-covered-books/BHC4-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/books/hard-covered-books/BHC4-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/books/hard-covered-books/BHC4-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/books/hard-covered-books/BHC4-4.jpeg
main,Books>Hard-covered books,1,BHC5,BHC5,BHC5,moulinroty,Magic brush painting Dans la Jungle,,,,"Use this water-filled magic paintbrush to fill in the white areas on each page and watch the exotic jungle illustrations appear as if by magic! They can be used again and again, as the drawings disappear once they are dry!",3-6,EUR 1600;US-USD 1800,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/books/hard-covered-books/BHC5-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/books/hard-covered-books/BHC5-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/books/hard-covered-books/BHC5-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/books/hard-covered-books/BHC5-4.jpeg
main,Books>Soft books,1,BS1,BS1,BS1,mykiddyshop,Activity book 1-3 years,,,,"French brand material book for kids from 1 to 3 years old. Helps the child's psychomotor development and education. It includes six stimulating early learning games, perfect for children of this age. The toddler learns to count, to understand different sizes and geometric shapes, and to learn useful skills such as dressing up, all in a Montessori way through play.",0-3,EUR 3900;US-USD 4300,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/books/soft-books/BS1-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/books/soft-books/BS1-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/books/soft-books/BS1-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/books/soft-books/BS1-4.jpeg
main,Books>Soft books,1,BS2,BS2,BS2,mykiddyshop,Activity book 3-6 years,,,,"French brand material book for toddlers from 3 to 6 years old. Helps the child's psychomotor development and education. It includes six stimulating early learning games, perfect for children of this age. The child learns to count, to understand different sizes and geometric shapes, and to learn useful skills such as understanding how a clock works, all in a Montessori way through play.",3-6,EUR 3900;US-USD 4300,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/books/soft-books/BS2-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/books/soft-books/BS2-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/books/soft-books/BS2-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/books/soft-books/BS2-4.jpeg
main,Stationery>Coloring books,1,SCB1,SCB1,SCB1,omy,Kawaii Paint Box,,,,"Irresistible illustrations inspired from the Japanese Kawaii Universe, a small world overflowing with fantasy.

Everything is included in the kit: 1 paint brush, 6 acrylic paint containers, includes 2 neon colors, 6 decorative pendants and 1 string.

Follow the numbers on illustration to paint with the right colors.

Once your artwork is completed, hang your small decorative pendant or gift it.",3-6,EUR 2200;US-USD 2500,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/coloring-books/SCB1-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/coloring-books/SCB1-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/coloring-books/SCB1-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/coloring-books/SCB1-4.jpeg
main,Stationery>Coloring books,1,SCB2,SCB2,SCB2,omy,Dinos Paint Box,,,,"Play, paint and decorate!
The dinosaurs are coming to you, create your favorite decorative pendants with the paint box kit
Everything is included in the kit: 1 paint brush, 6 acrylic paint containers, includes one neon color, 6 decorative pendants and 1 string.

Follow the numbers on illustration to paint with the right colors.
once your artwork is completed, hang your small decorative pendant or gift it.",3-6,EUR 2200;US-USD 2500,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/coloring-books/SCB2-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/coloring-books/SCB2-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/coloring-books/SCB2-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/coloring-books/SCB2-4.jpeg
main,Stationery>Coloring books,1,SCB3,SCB3,SCB3,omy,Dino Pocket Games,,,,"The travellers favorite coloring game to slip in every bag and take anywhere: in trains, retaurants, or planes.

Travel the world with this clever 3 ft long pocket game, filled with clues, activities and coloring + 1 multicolor crayon.

The rules are translated into 6 languages, and coloring pages can be torn along the dotted lines to make sharing and storing easier!",3-6,EUR 800;US-USD 900,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/coloring-books/SCB3-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/coloring-books/SCB3-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/coloring-books/SCB3-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/coloring-books/SCB3-4.jpeg
main,Stationery>Coloring books,1,SCB4,SCB4,SCB4,ferflex,Coloring magnet set Dans l'Espace,,,,"The ""in space"" coloring magnets is a Creative Game for little budding explorers! Launch of rockets, asteroids, planets, astronauts and friendly aliens, your child will be able to bring his coloring pages to life and tell a thousand and one stories!

The ""in space"" coloring magnets come with 6 markers for endless erasing and starting.

These magnetic shapes can be attached to all magnetic surfaces in the house (magnetic wallpaper, magnetic chalkboard or slate, a fridge) and easily match the decoration of a child's room.",3-6,EUR 2800;US-USD 3100,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/coloring-books/SCB4-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/coloring-books/SCB4-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/coloring-books/SCB4-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/coloring-books/SCB4-4.jpeg
main,Stationery>Coloring books,1,SCB5,SCB5,SCB5,ferflex,Coloring magnet set Dans la Foret,,,,"Set of 57 coloring magnets on the theme of the forest. Ideal for developing the creativity of children who can tell a thousand and one stories by placing their creations on any magnetic medium.

The ""in the forest"" coloring magnets come with 6 markers for endless erasing and starting.

These magnetic shapes can be attached to all magnetic surfaces in the house (magnetic wallpaper, magnetic chalkboard or slate, a fridge) and easily match the decoration of a child's room.",3-6,EUR 2800;US-USD 3100,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/coloring-books/SCB5-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/coloring-books/SCB5-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/coloring-books/SCB5-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/coloring-books/SCB5-4.jpeg
main,Stationery>Coloring books,1,SCB6,SCB6,SCB6,lesdrolesdebouilles,Coloring table L'Atelier des Artistes,,,,"Created with teachers, this Coloritable offers several workshops.

First of all a Welcome workshop with the emotions, the weather, the seasons and the days of the week. Then a writing workshop for the first letters and words of your children. Finally, a cipher workshop to learn to recognize them, write them down and count them. In the center of the table we have put a goose game board for even more fun.

The table is colored using water-based and ultra-erasable markers and then erased with a damp cloth. 1 set of 12 markers is included with the table as well as 4 pawns and 1 die.",3-6,EUR 11900;US-USD 13100,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/coloring-books/SCB6-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/coloring-books/SCB6-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/coloring-books/SCB6-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/coloring-books/SCB6-4.jpeg
main,Stationery>Coloring books,1,SCB7,SCB7,SCB7,lesdrolesdebouilles,Coloring table La Forêt,,,,"What if it was finally possible to write, color and draw on a table?

We made that childhood dream come true with the Coloritable - the first infinity coloring table. This La Balade en Forêt model will take you to discover the flora and fauna of the forest through the 4 seasons. While Jamy is making a herbarium, Nico plants a tree and Bree takes care of the hibernation of the bears.

Perfect for developing language and interactions with children, this adventure can be colored alone or with others with the 4 sides facing the child. The markers to use are simple water-based and ultra-erasable markers. 1 set of 12 markers is included with the table.

Suitable for ages 3 to 9.",3-6,EUR 11900;US-USD 13100,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/coloring-books/SCB7-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/coloring-books/SCB7-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/coloring-books/SCB7-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/coloring-books/SCB7-4.jpeg
main,Stationery>Pens and markers,1,SPM1,SPM1,SPM1,omy,Magical pens set,,,,"These magic felt pens can erase or change color with the help of two special white pens included in the packaging.
Double-tipped.

The box becomes a pretty pencil holder for your desk or office.",3-6,EUR 1400;US-USD 1600,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/pens-and-markers/SPM1-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/pens-and-markers/SPM1-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/pens-and-markers/SPM1-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/pens-and-markers/SPM1-4.jpeg
main,Stationery>Pens and markers,1,SPM2,SPM2,SPM2,omy,Colored pencils set,,,,"OMY Make coloring extra fun with these bright and neon colored pencils

16 assorted colors : 10 neons and 6 shiny colors.
The box becomes a pretty pencil holder for your desk or office.",3-6,EUR 1200;US-USD 1400,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/pens-and-markers/SPM2-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/pens-and-markers/SPM2-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/pens-and-markers/SPM2-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/pens-and-markers/SPM2-4.jpeg
main,Stationery>Pens and markers,1,SPM3,SPM3,SPM3,omy,Ultrawashable jumbo felt pens set,,,,"Jumbo markers for mini kids!
9 markers easy told hold with giant tips, perfect for coloring and drawing on large surfaces (line thickness: 2 - 12 mm)

Washable ink that doesn’t stain hands or clothes.

Conveniently, the box transforms into a marker holder!",3-6,EUR 1800;US-USD 2000,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/pens-and-markers/SPM3-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/pens-and-markers/SPM3-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/pens-and-markers/SPM3-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/pens-and-markers/SPM3-4.jpeg
main,Stationery>Pens and markers,1,SPM4,SPM4,SPM4,omy,Glitter markers set,,,,"Markers with glitters to make your drawings sparkle!
The vibrant colors make the coloring sparkle with the glitters mixed into the ink.

The assortment of durable and waterproof 9 color markers work on all papers and surfaces.
Conveniently, the box transforms into an at home crayon holder!",3-6,EUR 1700;US-USD 1900,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/pens-and-markers/SPM4-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/pens-and-markers/SPM4-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/pens-and-markers/SPM4-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/pens-and-markers/SPM4-4.jpeg
main,Stationery>Posters,1,SP1,SP1,SP1,poppik,International stickers poster Football,,,,"A map of Europe of the most famous football clubs, for all football enthusiasts. To be completed with large stickers.

A poster for football fans! An easy and quick activity (around 30 minutes). An original, fun and design gift (Christmas, birthday). An easy-to-frame poster (standard frame 70 x 100 cm). Pocket dimensions: 22 x 35 cm.",6-12,EUR 1700;US-USD 1900,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/posters/SP1-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/posters/SP1-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/posters/SP1-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/posters/SP1-4.jpeg
main,Stationery>Posters,1,SP2,SP2,SP2,poppik,International stickers poster Animaux du monde,,,,"An educational poster to discover the animals of the world. To be completed with large stickers.

An educational activity to discover the emblematic animals of each continent.
An easy and quick activity (about 30 minutes).

An original, playful and design gift (Christmas, birthday).
A poster that is easy to frame (standard frame 70 x 100 cm)",6-12,EUR 1700;US-USD 1900,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/posters/SP2-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/posters/SP2-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/posters/SP2-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/posters/SP2-4.jpeg
main,Stationery>Posters,1,SP3,SP3,SP3,omy,EU Giant poster + 100 stickers Atlas,,,,"Decorate this giant coloring poster and travel the globe, the Pyramids in Egypt, the Statue of Liberty, the North Pole, Brazil, Easter Island, and many more!

With more than 100 stickers to search, find and stick.
A real graphic trip to share with a lot of humour and a multitude of details.",6-12,EUR 2200;US-USD 2500,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/posters/SP3-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/posters/SP3-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/posters/SP3-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/posters/SP3-4.jpeg
main,Stationery>Posters,1,SP4,SP4,SP4,omy,EU Giant poster + 100 stickers Paris,,,,"Giant Paris map to decorate with stickers included!
A real graphic trip to share with a lot of humor and a multitude of details.",6-12,EUR 2200;US-USD 2500,https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/posters/SP4-1.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/posters/SP4-2.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/posters/SP4-3.jpeg;https://raw.githubusercontent.com/haslie22/kiddo-kingdom-data/data/images/stationery/posters/SP4-4.jpeg
